id,merged_title,merged_course_id,category,category_id,required_course1,required_course2,required_course3
1386,风控审核常见问题,course-v1:zhongrongxin+fk012+2016_7,经管·会计,20,1385,1387,0
1387,风险管理,course-v1:hubeiuniversityofeconomics+ZJ1601+2015-T4,经管·会计,20,0,0,0
1388,服务创新与设计,course-v1:CIE+THU00008X+2015_T2,艺术·设计,21,0,0,0
1389,负责任的创新,course-v1:CIE+FZR001+2015_T2,经管·会计,20,1388,0,0
1390,妇产科护理学,course-v1:JLU+291405+161711,医学·健康,4,2033,0,0
1391,妇女健康和权益,course-v1:Stanford+GlobeHealth+2016_T1,社科·法律,19,2033,0,0
1392,复旦大学教师教学发展中心研修资源,FUDAN/CFD004_1/2014_T2,教育,12,0,0,0
1393,复旦大学青年教师教学发展研修班,FUDAN/CFD004/2014.9-2015.1,教育,12,1392,0,0
1394,复盘: 联想方法论,course-v1:CIE+FP2015+_,创业,2,0,0,0
1395,复盘: 让创业不败的方法论,course-v1:365dx+027+2017_T1,创业,2,1394,0,0
1396,复印区常规打印机使用教程,course-v1:zhongrongxin+fw011+2016_7,教育,12,1396,0,0
1397,复印区复印机卡纸维修教程,course-v1:zhongrongxin+fw0122016_7+2016_7,教育,12,1397,0,0
1398,复印区个别复印机的使用教程,course-v1:zhongrongxin+fw013+2016_7,教育,12,1397,0,0
1399,概率论——不确定性的科学,course-v1:365dx+043+2017_T1,数学,13,1400,2208,1461
1400,概率论与数理统计,course-v1:buct_TsinghuaX+AP000003X+2016_T2,数学,13,2205,1461,2208
1401,感知电世界,course-v1:CQU+TSJYSTG00007+2017_T1,物理,15,0,0,0
1402,钢结构设计原理,course-v1:CQU+20019825+2017_T1,工程,9,2101,1579,1724
1403,钢琴弹奏基础,course-v1:liaoningX+LNA20150000077+01,艺术·设计,21,0,0,0
1404,高等反应工程,course-v1:ECUSTX+2017011101X+2017_T1,工程,9,2232,1605,0
1405,高等化工热力学,course-v1:Tsinghua+70340063X+2016T2,工程,9,2232,1463,1457
1406,高等化工热力学(上),course-v1:TsinghuaX+THU201607+sp,工程,9,2232,1463,1457
1407,高等化工热力学(下),course-v1:TsinghuaX+70340063X+2016_T2,工程,9,2232,1463,1457
1408,高等数学,course-v1:neu+B150100011+201509,数学,13,0,0,0
1409,高等数学习题课,course-v1:BUPT+3412113011+2016_T1,数学,13,1408,1200,2312
1410,高等仪器分析,course-v1:fafuzhxy+GDYQFX+2017_T1,化学,3,12,16,13
1411,高电压技术,course-v1:liaoningX+LNA20150000118+01,工程,9,667,2317,2429
1412,高二地理能力进阶课(A层次),course-v1:dongguan+gaozhong48+20161223,环境·地球,16,0,0,0
1413,高二地理能力进阶课(B层次),course-v1:dongguan+gaozhong49+20161223,环境·地球,16,1412,0,0
1414,高二第二学期数学同步课程(文科) ,course-v1:dongguan+gaozhong06+20161223,数学,13,1415,0,0
1415,高二第一学期数学同步课程,course-v1:dongguan+gaozhong05+20161223,数学,13,0,0,0
1416,高二第一学期英语同步课程,course-v1:dongguan+gaozhong16+20161223,外语,7,0,0,0
1417,高二第一学期语文同步课程,course-v1:dongguan+gaozhong24+20161223,文学,14,2559,0,0
1418,高二化学,course-v1:FXZX+HX2017G2+2015T1,化学,3,2557,1443,0
1419,高二化学重点知识精讲课,course-v1:dongguan+gaozhong34+20161223,化学,3,1418,0,0
1420,高二历史重点知识精讲课(必修3)重点突破,course-v1:dongguan+gaozhong50+20161223,历史,5,0,0,0
1421,高二生物能力进阶课(A层次),course-v1:dongguan+gaozhong42+20161223,生命科学,17,0,0,0
1422,高二生物能力进阶课(B层次),course-v1:dongguan+gaozhong43+20161223,生命科学,17,1421,0,0
1423,高二数学期末难科冲刺课 ,course-v1:dongguan+gaozhong57+20161223,数学,13,1424,1440,0
1424,高二文数能力进阶课(A层次),course-v1:dongguan+gaozhong07+20161223,数学,13,1440,0,0
1425,高二英语能力进阶课(A层次),course-v1:dongguan+gaozhong15+20161223,外语,7,1452,0,0
1426,高二语文能力进阶课(A层次),course-v1:dongguan+gaozhong25+20161223,文学,14,1453,0,0
1427,高二语文能力进阶课(B层次),course-v1:dongguan+gaozhong26+20161223,文学,14,1426,1453,0
1428,高二政治能力进阶课(A层次),course-v1:dongguan+gaozhong45+20161223,哲学,6,0,0,0
1429,高二政治能力进阶课(B层次),course-v1:dongguan+gaozhong46+20161223,哲学,6,1428,0,0
1430,高级数据库系统,course-v1:BJUT+2140074001x+_,计算机,22,251,267,267
1431,高级英语,course-v1:hubeiuniversityofeconomics+ZY0679+2015-2016-2,外语,7,2405,2406,2416
1432,高级语言程序设计,course-v1:liaoningX+LNA0010145000106+2017_T1,计算机,22,0,0,0
1433,高技术与现代局部战争,course-v1:TsinghuaX+02090091X+2016_T2,其他,1,1785,1962,1179
1434,高三物理能力进阶课(A层次),course-v1:dongguan+gaozhong37+20161223,物理,15,0,0,0
1435,高三语文能力进阶课(B层次),course-v1:dongguan+gaozhong31+20161223,文学,14,0,0,0
1436,高三语文能力进阶课A层次,course-v1:dongguan+gaozhong30+20161223,文学,14,0,0,0
1437,高三政治能力进阶课(A层次),course-v1:dongguan+gaozhong44+20161223,政治,11,0,0,0
1438,高山滑雪,course-v1:dongguan+zhiye087+20161223,其他,1,0,0,0
1439,高一地理期末难科冲刺课,course-v1:dongguan+gaozhong47+20161223,环境·地球,16,0,0,0
1440,高一第一学期数学同步课程(人教版),course-v1:dongguan+gaozhong54+20161223,数学,13,0,0,0
1441,高一第一学期英语同步课程,course-v1:dongguan+gaozhong55+20161223,外语,7,0,0,0
1442,高一第一学期语文同步课程(3J同步课程),course-v1:dongguan+gaozhong20+20161223,语文,23,0,0,0
1443,高一化学基础夯实课,course-v1:dongguan+gaozhong33+20161223,化学,3,0,0,0
1444,高一能力进阶课(A层次),course-v1:dongguan+gaozhong56+20161223,教育,12,0,0,0
1445,高一生物能力进阶课(B层次),course-v1:dongguan+gaozhong41+20161223,生命科学,17,0,0,0
1446,高一数学能力进阶课(B层次),course-v1:dongguan+gaozhong04+20161223,数学,13,0,0,0
1447,高一物理AB1,course-v1:fxzx_sh+g1wlAB1+2015_T1,物理,15,0,0,0
1448,高一英语,course-v1:fxzxyingyu+yingyu+2016_T1,外语,7,0,0,0
1449,高一英语基础夯实课(必修3+必修4),course-v1:dongguan+gaozhong14+20161223,外语,7,0,0,0
1450,高一英语能力进阶课(A层次),course-v1:dongguan+gaozhong11+20161223,外语,7,0,0,0
1451,高一英语能力进阶课(B层次),course-v1:dongguan+gaozhong12+20161223,外语,7,1450,1449,1448
1452,高一英语优生专项拓展课,course-v1:dongguan+gaozhong13+20161223,外语,7,0,0,0
1453,高一语文能力进阶课A层次,course-v1:dongguan+gaozhong22+20161223,文学,14,0,0,0
1454,高一语文能力进阶课B层次,course-v1:dongguan+gaozhong23+20161223,文学,14,1453,0,0
1455,高一语文下学期同步课程(3J同步课程),course-v1:dongguan+gaozhong21+20161223,文学,14,0,0,0
1456,高中地理,AXT/GZDL1001/201411,环境·地球,16,1517,1905,1887
1457,高中化学,AXT/GZHX1001/201411,化学,3,2385,1803,1577
1458,高中阶段的物理规律和典型模型(专题课程),course-v1:dongguan+gaozhong40+20161223,物理,15,0,0,0
1459,高中历史,AXT/GZLS1001/201411,历史,5,1420,1419,1780
1460,高中生物,AXT/GZSW1001/201411,生命科学,17,1420,1419,1780
1461,高中数学,AXT/GZSX1001/201411,数学,13,2385,1803,1752
1462,高中数学解题技巧,course-v1:xuetangX+sx001+2010_T1,数学,13,0,0,0
1463,高中物理,AXT/GZWL1001/201411,物理,15,1420,1419,1780
1464,高中信息科技,course-v1:fxzxIT+CS1002+2015-11,计算机,22,0,0,0
1465,高中英语,AXT/GZYY1001/201411,外语,7,1420,1419,1417
1466,高中语文,AXT/GZYW1001/201411,文学,14,2385,1803,1577
1467,高中政治,AXT/GZZZ1001/201411,社科·法律,19,2385,1803,1577
1468,歌唱达人练习法,course-v1:ECNUx+2016001_p1+sp,艺术·设计,21,0,0,0
1469,歌唱启蒙与表演——教你成为歌唱达人,course-v1:ECNUx+2016001+2016_T2,艺术·设计,21,1468,0,0
1470,格式条款,course-v1:zhongrongxin+fx014+2016_7,社科·法律,19,0,0,0
1471,个人形象与职业礼仪塑造,course-v1:CPVS+CPVS-XXLY001+20160901,艺术·设计,21,0,0,0
1472,个人征信报告解读,course-v1:zhongrongxin+fk001+2016_7,经管·会计,20,0,0,0
1473,工程材料,course-v1:hebust+20350033X+2016_T2,工程,9,3,1177,1512
1474,工程测量,course-v1:cejlu+244001+2015_T2,工程,9,0,0,0
1475,工程地质,course-v1:CQU+CQUMOOCGE20100+2017_T1,工程,9,0,0,0
1476,工程估价(房地产专业),course-v1:CQU+GC001+2016-T2,工程,9,1373,1946,2147
1477,工程建设监理概论,course-v1:ZK+01564+J,工程,9,0,0,0
1478,工程经济学,course-v1:CQU+TSJYSSG00011+2017_T1,工程,9,0,0,0
1479,工程力学,course-v1:liaoningX+LNA20160000014+02,工程,9,1280,1290,1282
1480,工程流体力学A,course-v1:sdut+SLX001+2015_T2,工程,9,1480,0,0
1481,工程流体力学B,course-v1:SDUT+B12073B+2015_T2,工程,9,0,0,0
1482,工程伦理,course-v1:CQU+TSJYSSG00039+2017_T1,工程,9,0,0,0
1483,工程热力学(上),course-v1:swust_TsinghuaX+20140064X+2016_T1,工程,9,2039,1585,1458
1484,工程热力学(下),course-v1:TsinghuaX+20140064_2X+2016_T1,工程,9,2039,1585,1458
1485,工程图学,course-v1:hebei_hebut+gctx01+2016_T2,工程,9,0,0,0
1486,工程图学III,course-v1:hebut+2016_Tu3+2016_T1,工程,9,0,0,0
1487,工程图学IV,course-v1:hebut+2016_Tu4+2016_T1,工程,9,0,0,0
1488,工程项目管理,course-v1:ZK+06087+J,经管·会计,20,0,0,0
1489,工程应用数学基础,course-v1:NUDT+500302501+_,工程,9,1144,1582,2495
1490,工程造价确定与控制,course-v1:ZK+06962+J,工程,9,0,0,0
1491,工程职业伦理,course-v1:TsinghuaX+60610231_p1+2017_T1,工程,9,0,0,0
1492,工程制图,course-v1:365dx+034+2017_T1,工程,9,0,0,0
1493,工程质量与进度控制,course-v1:ZK+02460+J,工程,9,0,0,0
1494,工业生态学基础,course-v1:NortheasternUniversity+IE101+2015_T1,环境·地球,16,0,0,0
1495,公共关系,course-v1:ZK+00182+J,经管·会计,20,0,0,0
1496,公共管理前沿——社会企业家精神,course-v1:TsinghuaX+80590982X+2017_T1,经管·会计,20,0,0,0
1497,公共管理学,course-v1:hubeiuniversityofeconomics+ZB1906+2016_T1,经管·会计,20,1530,1530,1530
1498,公共经济学,course-v1:ZK+05722+J,经管·会计,20,1497,0,0
1499,公共事业管理,course-v1:ZK+03331+J,社科·法律,19,1497,0,0
1500,公共危机管理,course-v1:TsinghuaX+80590952X+2016_T2,经管·会计,20,1497,0,0
1501,公共政策,course-v1:ZK+00318+J,经管·会计,20,1497,0,0
1502,公共政策学,course-v1:CQU+TSJYSSG00005+2017_T1,经管·会计,20,1497,0,0
1503,公积金“搏”学培训课,course-v1:bjzrx+bx02+20161201,经管·会计,20,1505,0,0
1504,公积金的那些事儿,course-v1:Organization+003+2014_4,经管·会计,20,1505,0,0
1505,公积金基础知识--评估,course-v1:zhongrongxin+jbqy004+2016_7,经管·会计,20,0,0,0
1506,公路工程检测技术,course-v1:SDJTU+070208+2017-2018-1,工程,9,0,0,0
1507,公路施工组织与概预算,course-v1:SDJTU+070310M+2017_T1,经管·会计,20,1474,2149,0
1508,公司并购重组估值案例与实务研讨,course-v1:ThtfSEM+THTF_4_04+2015_07,经管·会计,20,0,0,0
1509,公司金融,course-v1:HubeiXUniversityXofXEconomics+ZB1608+2015_T2,经管·会计,20,1628,1628,1628
1510,公司金融原理与项目价值评估,course-v1:ThtfSEM+THTF_4_01+2015_06,经管·会计,20,1509,0,0
1511,公司理财,course-v1:SWJTU+CF-ZJN+2016-2017,经管·会计,20,1620,2532,1191
1512,公司制度“搏”学培训课,course-v1:bjzrxrz+bx04+20161205,经管·会计,20,0,0,0
1513,公务员制度,course-v1:ZK+01848+J,社科·法律,19,0,0,0
1514,公务员制度与实务,course-v1:SDJTU+240149+2016_T1,经管·会计,20,0,0,0
1515,公益慈善与社会,course-v1:CQU+TSJYSSG00003+2017_T1,经管·会计,20,0,0,0
1516,公益众筹,course-v1:NGO20X+USTC2016002+2016_T2,经管·会计,20,0,0,0
1517,宫保鸡丁,course-v1:cpvs+cpvs1+2015_T1,其他,1,0,0,0
1518,宫商角徵羽,course-v1:TsinghuaX+00690242_p3+sp,艺术·设计,21,0,0,0
1519,沟通心理学,course-v1:dongguan+zhiye092+20161223,教育,12,0,0,0
1520,沟通与交流,course-v1:hit+hit_13GH16000700_1+2017_T1,教育,12,2029,1638,2026
1521,构型设计制图,course-v1:SCUT+gxsjzt+2016_T1,工程,9,1675,1676,1677
1522,古代汉语文学,course-v1:universityx+gdgy+2015-09,文学,14,0,0,0
1523,古典文学的城市书写,course-v1:365dx+026+2017_T1,文学,14,0,0,0
1524,古都揽胜导游实战讲解服务,course-v1:CPVS+CPVS-LY001+20160901,文学,14,0,0,0
1525,古诗词攻略——“福”星高照系列(第一轮复习),course-v1:dongguan+gaozhong29+20161223,文学,14,0,0,0
1526,古诗今读,course-v1:BLCUX+2130001903+sp,文学,14,0,0,0
1527,古希腊爱情观探源,course-v1:TsinghuaX+00690342X_p1+sp,哲学,6,0,0,0
1528,管理百宝箱,course-v1:DYU+dyuglbbx+2017_T1,经管·会计,20,1535,0,0
1529,管理会计学,course-v1:SwufeX+2017041702X+sp,经管·会计,20,1638,1494,2059
1530,管理经济学,course-v1:dongguan+zhongshen018+20161223,经管·会计,20,1535,0,0
1531,管理企业成长,course-v1:CIE+THU00009X+2015_T2,经管·会计,20,1535,0,0
1532,管理思想史,course-v1:ZK+06088+J,经管·会计,20,1535,0,0
1533,管理统计学,course-v1:SME+1251003105+2016_T1,经管·会计,20,1535,0,0
1534,管理信息系统,course-v1:neu+mis101+2017_T1,经管·会计,20,1269,1270,1265
1535,管理学原理,course-v1:Hongheuniversity+63015101+2017-T2,经管·会计,20,0,0,0
1536,管理哲学,course-v1:NEU+B142200390+2016_T1,经管·会计,20,1535,0,0
1537,光电工程导论,course-v1:IEU+MOOC010+2015_T2,工程,9,1144,1582,1979
1538,光电仪器设计,course-v1:TsinghuaX+40130753+2016_T2,电子,18,1285,1541,1282
1539,光武中兴,course-v1:TsinghuaX+00612642X_p7+sp,历史,5,0,0,0
1540,光学,course-v1:TsinghuaX+10430896X+2016_2017,物理,15,2231,1132,1447
1541,光学工程基础,course-v1:guangxi_TsinghuaX+30130274X+2016_T2,工程,9,2371,1727,1792
1542,广告策划,course-v1:liaoningX+LNA20150000052+01,社科·法律,19,12,16,13
1543,广告设计与创意,course-v1:ZK+00755+J,艺术·设计,21,0,0,0
1544,国际法学,course-v1:sdjtu+240110+2017_T2,社科·法律,19,1954,1968,1556
1545,国际结算,course-v1:HBUE+ZB1609+2015_T2,经管·会计,20,1628,1628,1628
1546,国际金融,course-v1:SDJTU+280113B+2017_T2,经管·会计,20,487,1806,0
1547,国际贸易 | International Economics and Trade,course-v1:PekingX+02530090x+3T2016,经管·会计,20,0,0,0
1548,国际贸易理论与实务,course-v1:ZK+00149+J,经管·会计,20,0,0,0
1549,国际贸易学,course-v1:HubeiUniversityofEconomics+ZB1303+2015-2016-2,经管·会计,20,0,0,0
1550,国际商务单证实务,course-v1:GUANGXIUNIVERSITYOFFINANCEANDECONOMICS+0122203220+2017_T1,经管·会计,20,1545,1806,1544
1551,国际商务谈判,course-v1:ZK+00186+J,经管·会计,20,0,0,0
1552,国际私法学,course-v1:UniversitySDJT+240118+2016_T2,社科·法律,19,0,0,0
1553,国际问题与法律,course-v1:CQU+TSJYSSG00014+2017_T1,社科·法律,19,0,0,0
1554,国际刑法学 | International Criminal Law,course-v1:PekingX+02930106x+1T2017,社科·法律,19,921,794,700
1555,国民经济运行与统计,course-v1:TsinghuaX+THUSEM003+sp,经管·会计,20,0,0,0
1556,国学经典导论,ChengDuU/06418020/2015_T1,文学,14,0,0,0
1557,国学入门,course-v1:HHX+75099102+2017_T2,文学,14,0,0,0
1558,过户专员抵押票报销流程,course-v1:zhongrongxin+cw005+2016_7,经管·会计,20,0,0,0
1559,海内外藏学,course-v1:CQU+TSJYHG00053+2017_T1,其他,1,0,0,0
1560,海湾战争简介,course-v1:TsinghuaX+02090091X_p4+sp,其他,1,1785,1962,1179
1561,海洋之窗——海洋博物馆和它们所连结的海洋世界,course-v1:SC46002+CSU+2015_T2,经管·会计,20,0,0,0
1562,韩语,course-v1:universityX+HY11+2015_T2,外语,7,0,0,0
1563,汉初功臣: 鸟尽弓藏走狗烹,course-v1:TsinghuaX+00612642X_p4+sp,历史,5,0,0,0
1564,汉武大帝: 霸王道杂之,course-v1:TsinghuaX+00612642X_p5+sp,历史,5,0,0,0
1565,汉语历史与文化,course-v1:CQU+TSJYHG00022+2017_T1,历史,5,0,0,0
1566,汉语听说入门与课程设计,course-v1:TsinghuaX+TsinghuaMandarin01+2016_2017,外语,7,0,0,0
1567,行政管理学,course-v1:liaoningX+LNA00101450036+02,经管·会计,20,12,16,13
1568,航海力学,course-v1:liaoningX+LNA20150000019+01,工程,9,1280,1290,1282
1569,航海力学(航海技术),course-v1:liaoningX+LNA20150000019_01+2016_T2,工程,9,1280,1290,1282
1570,航海力学(交通运输),course-v1:liaoningX+LNA20150000019_03+02,工程,9,1280,1290,1282
1571,航海力学(轮机工程),course-v1:liaoningX+LNA20150000019_02+02,工程,9,1280,1290,1282
1572,航海英语,course-v1:SDJTU+250114+2017-T1,工程,9,0,0,0
1573,航空服务系-城市轨道交通运营管理专业-2015级、2016级(作业),course-v1:CPVS+CPVS-homework_chengshiguidao+20170118,工程,9,0,0,0
1574,航空服务系轨道15-1、15-2；轨道16-1暑假作业,course-v1:CPVS+CPVS-homework_chengshiguidao+20170712,工程,9,0,0,0
1575,航空服务系-航空服务专业-15级16级(作业),course-v1:CPVS+CPVS-homework_hangkongfuwu+20170118,工程,9,0,0,0
1576,航空服务系-航空服务专业-2016级、2015级暑假作业,course-v1:CPVS+CPVS-homework_hangkongfuwu+20170712,工程,9,0,0,0
1577,航空服务系-美容美体专业-15级16级(暑假作业),course-v1:CPVS+CPVS-homework_meirongmeiti+2017_T2,工程,9,0,0,0
1578,航空服务系-美容美体专业-15级1班16级1班(作业),course-v1:CPVS+CPVS-homework_meirongmeiti+20170118,工程,9,0,0,0
1579,航天、人文与艺术,course-v1:NUAA+151X0010+20151012,工程,9,0,0,0
1580,航天器轨道力学,course-v1:NUDT+000601502+_,工程,9,1290,1288,1288
1581,合同法,course-v1:liaoningX+LNA20150000095+01,社科·法律,19,1806,2574,0
1582,合同法之合同成立、解除、终止,course-v1:zhongrongxin+fx003+2016_7,社科·法律,19,0,0,0
1583,和谐价值观的传统文化根源,course-v1:harmony+hd101+2016-t1,哲学,6,0,0,0
1584,荷马史诗,course-v1:CQU+TSJYHG00027+2017_T1,文学,14,0,0,0
1585,核辐射物理及探测学,course-v1:TsinghuaX+30320174X+2016_2017,工程,9,1286,2231,1132
1586,宏观经济体制与核算,course-v1:TsinghuaX+THUSEM001+sp,经管·会计,20,0,0,0
1587,宏观经济学,course-v1:BLCUX+3270503103+sp,经管·会计,20,2434,1465,1887
1588,胡鞍钢: 党的十八大精神的学习辅导报告,course-v1:THU+thudj_9+2016_T2,其他,1,0,0,0
1589,胡鞍钢: 解读十八届三中全会,course-v1:THU+thudj_8+2016_T2,其他,1,0,0,0
1590,蝴蝶兰生产与应用,course-v1:CPVS+CPVS-HDLSC001+20160901,其他,1,0,0,0
1591,互联网大规模数据分析技术,course-v1:WUT+1022817X+2017_T1,计算机,22,1432,1617,1094
1592,互联网金融,course-v1:FUDANx+ECON130088+2016_T2,经管·会计,20,1593,0,0
1593,互联网思维,TsinghuaX/THUSEM009/_,经管·会计,20,0,0,0
1594,互助金一点通,course-v1:zhongrongxin+fw016+2016_7,经管·会计,20,0,0,0
1595,护理管理学,course-v1:JLU+290307+151621,医学·健康,4,1582,1144,2495
1596,护理研究,course-v1:JLU+310308+151621,医学·健康,4,1883,1390,2175
1597,花材与插花配色,course-v1:TsinghuaX+00670122X_p2+sp,艺术·设计,21,0,0,0
1598,花之道,course-v1:TsinghuaX+00670122X_p1+sp,艺术·设计,21,0,0,0
1599,华北电力大学_电路原理,course-v1:PEC+20220214X+2015_T2,电子,18,2231,1132,1447
1600,华为成功之道: 人力资源管理的最佳实践,course-v1:CIE+guangxiJD2017+2017_T1,经管·会计,20,0,0,0
1601,华为成功之道: 人力资源管理的最佳之道,course-v1:jlmu_CIE+JD2017+2016_T2,经管·会计,20,0,0,0
1602,华文教学的理念与方法,course-v1:JinanX+2017031001X+2017_T1,教育,12,0,0,0
1603,华文教育技术与实践,course-v1:JinanX+2017031002X+2017_T1,教育,12,0,0,0
1604,华文戏剧概论,course-v1:TNUA+AO35002+_,艺术·设计,21,0,0,0
1605,化工原理,course-v1:fafuzhxy+HGYL+2017_7,化学,3,2227,1263,0
1606,化学反应工程,course-v1:fafuzhxy+HXFYGC+2017_1,化学,3,1263,2227,2428
1607,化学与人类文明,course-v1:XJTU+T09027+2017-2,化学,3,0,0,0
1608,化学与生活,course-v1:CQU+TSJYSTG00017+2017_T1,化学,3,0,0,0
1609,化妆 ,course-v1:CPVS+CPVS_HZ001+2017_T2,艺术·设计,21,0,0,0
1610,画法几何与建筑制图,course-v1:SCUT+jzzt+2017_03,工程,9,1675,1676,1677
1611,环境分析技术,course-v1:SouthChinaUniversityofTechnology+Z0001029+2017T2,环境·地球,16,1613,1612,0
1612,环境工程CAD,course-v1:ZJUX+2017011101X+2017_T1,环境·地球,16,1613,0,0
1613,环境生态学,course-v1:HUBU+20170619001+sp,环境·地球,16,0,0,0
